Year,Rank,Title,Website,Employees,Sector,Industry,Hqlocation,Hqaddr,Hqcity,Hqstate,Hqzip,Hqtel,Ceo,Ceo-title,Address,Ticker,Fullname,Revenues,Profits,Assets
2017,297,MGM Resorts International,http://www.mgmresorts.com,66500,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Las Vegas, NV",3600 Las Vegas Blvd. S.,Las Vegas,NV,89109,702-693-7120,James J. Murren,Chairman & Chief Executive Officer,"3600 Las Vegas Blvd. S., Las Vegas, NV 89109",MGM,MGM Resorts International,9455,1101.4,28173
2015,289,MGM Resorts International,http://www.mgmresorts.com,66500,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Las Vegas, NV",3600 Las Vegas Blvd. S.,Las Vegas,NV,89109,702-693-7120,James J. Murren,Chairman & Chief Executive Officer,"3600 Las Vegas Blvd. S., Las Vegas, NV 89109",MGM,MGM Resorts International,9455,28173,1101
2017,496,Michaels Cos.,http://www.michaels.com,31000,Retailing,Specialty Retailers: Other,"Irving, TX",8000 Bent Branch Dr.,Irving,TX,75063,972-409-1300,Carl S. Rubin,Chairman & Chief Executive Officer,"8000 Bent Branch Dr., Irving, TX 75063",MIK,"The Michaels Companies, Inc.",5197,378.2,2148
2017,226,Micron Technology,http://www.micron.com,31400,Technology,Semiconductors and Other Electronic Components,"Boise, ID",8000 S. Federal Way,Boise,ID,83716,208-368-4000,Sanjay Mehrotra,"President, Chief Executive Officer & Director","8000 S. Federal Way, Boise, ID 83716",MU,"Micron Technology, Inc.",12399,-276,27540
2015,190,Micron Technology,http://www.micron.com,31400,Technology,Semiconductors and Other Electronic Components,"Boise, ID",8000 S. Federal Way,Boise,ID,83716,208-368-4000,Sanjay Mehrotra,"President, Chief Executive Officer & Director","8000 S. Federal Way, Boise, ID 83716",MU,Micron Technology,12399,27540,-276
2017,28,Microsoft,http://www.microsoft.com,114000,Technology,Computer Software,"Redmond, WA",1 Microsoft Way,Redmond,WA,98052,425-882-8080,Satya Nadella,Chief Executive Officer & Director,"1 Microsoft Way, Redmond, WA 98052",MSFT,Microsoft Corporation,85320,16798,193694
2015,31,Microsoft,http://www.microsoft.com,114000,Technology,Computer Software,"Redmond, WA",1 Microsoft Way,Redmond,WA,98052,425-882-8080,Satya Nadella,Chief Executive Officer & Director,"1 Microsoft Way, Redmond, WA 98052",MSFT,Microsoft,85320,193694,16798
2017,311,Mohawk Industries,http://www.mohawkind.com,37800,Household Products,"Home Equipment, Furnishings","Calhoun, GA",160 S. Industrial Blvd.,Calhoun,GA,30701,706-629-7721,Jeffrey S. Lorberbaum,Chairman & Chief Executive Officer,"160 S. Industrial Blvd., Calhoun, GA 30701",MHK,"Mohawk Industries, Inc.",8959,930.4,10231
2015,362,Mohawk Industries,http://www.mohawkind.com,37800,Household Products,"Home Equipment, Furnishings","Calhoun, GA",160 S. Industrial Blvd.,Calhoun,GA,30701,706-629-7721,Jeffrey S. Lorberbaum,Chairman & Chief Executive Officer,"160 S. Industrial Blvd., Calhoun, GA 30701",MHK,Mohawk Industries,8959,10231,930
2017,156,Molina Healthcare,http://www.molinahealthcare.com,21000,Health Care,Health Care: Insurance and Managed Care,"Long Beach, CA",200 Oceangate,Long Beach,CA,90802,562-435-3666,Jospeh W. White,Interim President & Chief Executive Officer,"200 Oceangate, Long Beach, CA 90802",MOH,"Molina Healthcare, Inc.",17782,52,7449
2015,301,Molina Healthcare,http://www.molinahealthcare.com,21000,Health Care,Health Care: Insurance and Managed Care,"Long Beach, CA",200 Oceangate,Long Beach,CA,90802,562-435-3666,Jospeh W. White,Interim President & Chief Executive Officer,"200 Oceangate, Long Beach, CA 90802",MOH,Molina Healthcare,17782,7449,52
2017,109,Mondelez International,http://www.mondelezinternational.com,90000,"Food, Beverages & Tobacco",Food Consumer Products,"Deerfield, IL",3 Pkwy. N.,Deerfield,IL,60015,847-943-4000,Irene B. Rosenfeld,Chairman & Chief Executive Officer,"3 Pkwy. N., Deerfield, IL 60015",MDLZ,"Mondelez International, Inc.",25923,1659,61538
2015,91,Mondelez International,http://www.mondelezinternational.com,90000,"Food, Beverages & Tobacco",Food Consumer Products,"Deerfield, IL",3 Pkwy. N.,Deerfield,IL,60015,847-943-4000,Irene B. Rosenfeld,Chairman & Chief Executive Officer,"3 Pkwy. N., Deerfield, IL 60015",MDLZ,Mondelez International,25923,61538,1659
2017,204,Monsanto,http://www.monsanto.com,22450,Chemicals,Chemicals,"St. Louis, MO",800 N. Lindbergh Blvd.,St. Louis,MO,63167,314-694-1000,Hugh Grant,Chairman & Chief Executive Officer,"800 N. Lindbergh Blvd., St. Louis, MO 63167",MON,Monsanto Company,13502,1336,19736
2015,197,Monsanto,http://www.monsanto.com,22450,Chemicals,Chemicals,"St. Louis, MO",800 N. Lindbergh Blvd.,St. Louis,MO,63167,314-694-1000,Hugh Grant,Chairman & Chief Executive Officer,"800 N. Lindbergh Blvd., St. Louis, MO 63167",MON,Monsanto,13502,19736,1336
2017,76,Morgan Stanley,http://www.morganstanley.com,55311,Financials,Commercial Banks,"New York, NY",1585 Broadway,New York,NY,10036,212-761-4000,James P. Gorman,Chairman & Chief Executive Officer,"1585 Broadway, New York, NY 10036",MS,Morgan Stanley,37949,5979,814949
2017,377,Mosaic,http://www.mosaicco.com,8700,Chemicals,Chemicals,"Plymouth, MN",3033 Campus Dr.,Plymouth,MN,55441,763-577-2700,James C. O'Rourke,"President, Chief Executive Officer & Director","3033 Campus Dr., Plymouth, MN 55441",MOS,The Mosaic Company,7163,297.8,16841
2015,320,Mosaic,http://www.mosaicco.com,8700,Chemicals,Chemicals,"Plymouth, MN",3033 Campus Dr.,Plymouth,MN,55441,763-577-2700,James C. O'Rourke,"President, Chief Executive Officer & Director","3033 Campus Dr., Plymouth, MN 55441",MOS,Mosaic,7163,16841,298
2017,433,Motorola Solutions,http://www.motorolasolutions.com,14000,Technology,Network and Other Communications Equipment,"Chicago, IL",500 W. Monroe St.,Chicago,IL,60661,847-576-5000,Gregory Q. Brown,Chairman & Chief Executive Officer,"500 W. Monroe St., Chicago, IL 60661",MSI,"Motorola Solutions, Inc.",6038,560,8463
2015,363,Motorola Solutions,http://www.motorolasolutions.com,14000,Technology,Network and Other Communications Equipment,"Chicago, IL",500 W. Monroe St.,Chicago,IL,60661,847-576-5000,Gregory Q. Brown,Chairman & Chief Executive Officer,"500 W. Monroe St., Chicago, IL 60661",MSI,Motorola Solutions,6038,8463,560
2017,291,Murphy USA,http://www.murphyusa.com,6600,Retailing,Specialty Retailers: Other,"El Dorado, AR",200 Peach St.,El Dorado,AR,71730,870-875-7600,R. Andrew Clyde,"President, Chief Executive Officer & Director","200 Peach St., El Dorado, AR 71730",MUSA,Murphy USA Inc.,9633,221.5,2089
2015,202,Murphy USA,http://www.murphyusa.com,6600,Retailing,Specialty Retailers: Other,"El Dorado, AR",200 Peach St.,El Dorado,AR,71730,870-875-7600,R. Andrew Clyde,"President, Chief Executive Officer & Director","200 Peach St., El Dorado, AR 71730",MUSA,Murphy USA,11595,2089,221
2017,342,Mutual of Omaha Insurance,http://www.mutualofomaha.com,5732,Financials,"Insurance: Life, Health (Stock)","Omaha, NE",Mutual of Omaha Plaza,Omaha,NE,68175,402-342-7600,James T. Blackledge,"President, Chief Executive Officer & Director","Mutual of Omaha Plaza, Omaha, NE 68175",WY,Mutual of Omaha Insurance Company,7899,356.6,38465
2015,391,Mutual of Omaha Insurance,http://www.mutualofomaha.com,5732,Financials,"Insurance: Life, Health (Stock)","Omaha, NE",Mutual of Omaha Plaza,Omaha,NE,68175,402-342-7600,James T. Blackledge,"President, Chief Executive Officer & Director","Mutual of Omaha Plaza, Omaha, NE 68175",WY,Mutual of Omaha Insurance,6365,19243,1027
2017,375,National Oilwell Varco,http://www.nov.com,36384,Energy,"Oil and Gas Equipment, Services","Houston, TX",7909 Parkwood Circle Dr.,Houston,TX,77036,713-346-7500,Clay C. Williams,"Chairman, President & Chief Executive Officer","7909 Parkwood Circle Dr., Houston, TX 77036",NOV,"National Oilwell Varco, Inc.",7251,-2412,21140
2015,127,National Oilwell Varco,http://www.nov.com,36384,Energy,"Oil and Gas Equipment, Services","Houston, TX",7909 Parkwood Circle Dr.,Houston,TX,77036,713-346-7500,Clay C. Williams,"Chairman, President & Chief Executive Officer","7909 Parkwood Circle Dr., Houston, TX 77036",NOV,National Oilwell Varco,24508,25614,2200
2017,68,Nationwide,http://www.nationwide.com,34320,Financials,Insurance: Property and Casualty (Mutual),"Columbus, OH",1 Nationwide Blvd.,Columbus,OH,43215,800-882-2822,Stephen S. Rasmussen,Chief Executive Officer & Director,"1 Nationwide Blvd., Columbus, OH 43215",AAL,Nationwide Mutual Insurance Co.,40074,334.3,197790
2015,85,Nationwide,http://www.nationwide.com,34320,Financials,Insurance: Property and Casualty (Mutual),"Columbus, OH",1 Nationwide Blvd.,Columbus,OH,43215,800-882-2822,Stephen S. Rasmussen,Chief Executive Officer & Director,"1 Nationwide Blvd., Columbus, OH 43215",AAL,Nationwide,40180,51274,2676
2017,337,Navistar International,http://www.navistar.com,11300,Industrials,Construction and Farm Machinery,"Lisle, IL",2701 Navistar Dr.,Lisle,IL,60532,331-332-5000,Troy A. Clarke,"Chairman, President & Chief Executive Officer","2701 Navistar Dr., Lisle, IL 60532",NAV,Navistar International Corporation,8111,-97,5653
2015,276,Navistar International,http://www.navistar.com,11300,Industrials,Construction and Farm Machinery,"Lisle, IL",2701 Navistar Dr.,Lisle,IL,60532,331-332-5000,Troy A. Clarke,"Chairman, President & Chief Executive Officer","2701 Navistar Dr., Lisle, IL 60532",NAV,Navistar International,8111,5653,-97
2017,409,NCR,http://www.ncr.com,33500,Technology,"Computers, Office Equipment","Duluth, GA",3097 Satellite Blvd.,Duluth,GA,30096,937-445-5000,William R. Nuti,Chairman & Chief Executive Officer,"3097 Satellite Blvd., Duluth, GA 30096",NCR,NCR Corporation,6543,270,7673
2015,412,NCR,http://www.ncr.com,33500,Technology,"Computers, Office Equipment","Duluth, GA",3097 Satellite Blvd.,Duluth,GA,30096,937-445-5000,William R. Nuti,Chairman & Chief Executive Officer,"3097 Satellite Blvd., Duluth, GA 30096",NCR,NCR,6543,7673,270
2017,468,NetApp,http://www.netapp.com,12030,Technology,Computer Peripherals,"Sunnyvale, CA",495 E. Java Dr.,Sunnyvale,CA,94089,408-822-6000,George Kurian,"President, Chief Executive Officer & Director","495 E. Java Dr., Sunnyvale, CA 94089",NTAP,"NetApp, Inc.",5546,229,10037
2015,428,NetApp,http://www.netapp.com,12030,Technology,Computer Peripherals,"Sunnyvale, CA",495 E. Java Dr.,Sunnyvale,CA,94089,408-822-6000,George Kurian,"President, Chief Executive Officer & Director","495 E. Java Dr., Sunnyvale, CA 94089",NTAP,NetApp,5546,10037,229
2017,314,Netflix,http://www.netflix.com,3850,Technology,Internet Services and Retailing,"Los Gatos, CA",100 Winchester Circle,Los Gatos,CA,95032,408-540-3700,Reed Hastings,"Chairman, President & Chief Executive Officer","100 Winchester Circle, Los Gatos, CA 95032",NFLX,"Netflix, Inc.",8831,186.7,13587
2015,474,Netflix,http://www.netflix.com,3850,Technology,Internet Services and Retailing,"Los Gatos, CA",100 Winchester Circle,Los Gatos,CA,95032,408-540-3700,Reed Hastings,"Chairman, President & Chief Executive Officer","100 Winchester Circle, Los Gatos, CA 95032",NFLX,Netflix,8831,13587,187
2017,65,New York Life Insurance,http://www.newyorklife.com,11320,Financials,"Insurance: Life, Health (Mutual)","New York, NY",51 Madison Ave.,New York,NY,10010,212-576-7000,Theodore A. Mathas,Chairman & Chief Executive Officer,"51 Madison Ave., New York, NY 10010",NYLIC,New York Life Insurance Company,40787,1088.1,287196
2015,80,New York Life Insurance,http://www.newyorklife.com,11320,Financials,"Insurance: Life, Health (Mutual)","New York, NY",51 Madison Ave.,New York,NY,10010,212-576-7000,Theodore A. Mathas,Chairman & Chief Executive Officer,"51 Madison Ave., New York, NY 10010",NYLIC,New York Life Insurance,13264,33838,528
2017,208,Newell Brands,http://www.newellbrands.com,53400,Household Products,"Home Equipment, Furnishings","Hoboken, NJ",221 River St.,Hoboken,NJ,7030,770-418-7000,Michael B. Polk,Chief Executive Officer & Director,"221 River St., Hoboken, NJ 07030",NWL,Newell Brands Inc.,13264,527.8,33838
2015,455,Newell Brands,http://www.newellbrands.com,53400,Household Products,"Home Equipment, Furnishings","Hoboken, NJ",221 River St.,Hoboken,NJ,7030,770-418-7000,Michael B. Polk,Chief Executive Officer & Director,"221 River St., Hoboken, NJ 07030",NWL,Newell Brands,13264,33838,528
2017,328,Newmont Mining,http://www.newmont.com,12438,Energy,"Mining, Crude-Oil Production","Greenwood Village, CO",6363 S. Fiddler's Green Circle,Greenwood Village,CO,80111,303-863-7414,Gary J. Goldberg,"President, Chief Executive Officer & Director","6363 S. Fiddler's Green Circle, Greenwood Village, CO 80111",NEM,Newmont Mining Corporation,8379,-627,21031
2015,379,Newmont Mining,http://www.newmont.com,12438,Energy,"Mining, Crude-Oil Production","Greenwood Village, CO",6363 S. Fiddler's Green Circle,Greenwood Village,CO,80111,303-863-7414,Gary J. Goldberg,"President, Chief Executive Officer & Director","6363 S. Fiddler's Green Circle, Greenwood Village, CO 80111",NEM,Newmont Mining,6711,21031,-627
2017,332,News Corp.,http://www.newscorp.com,24000,Media,"Publishing, Printing","New York, NY",1211 Ave. of the Americas,New York,NY,10036,212-416-3400,Robert J. Thomson,Chief Executive Officer & Director,"1211 Ave. of the Americas, New York, NY 10036",NWSA,News Corporation,8319,179,15483
2015,331,News Corp.,http://www.newscorp.com,24000,Media,"Publishing, Printing","New York, NY",1211 Ave. of the Americas,New York,NY,10036,212-416-3400,Robert J. Thomson,Chief Executive Officer & Director,"1211 Ave. of the Americas, New York, NY 10036",NWSA,News Corp.,13264,33838,528
2017,170,NextEra Energy,http://www.nexteraenergy.com,14700,Energy,Utilities: Gas and Electric,"Juno Beach, FL",700 Universe Blvd.,Juno Beach,FL,33408,561-694-4000,James L. Robo,"Chairman, President & Chief Executive Officer","700 Universe Blvd., Juno Beach, FL 33408",NEE,"NextEra Energy, Inc.",16155,2912,89993
2015,183,NextEra Energy,http://www.nexteraenergy.com,14700,Energy,Utilities: Gas and Electric,"Juno Beach, FL",700 Universe Blvd.,Juno Beach,FL,33408,561-694-4000,James L. Robo,"Chairman, President & Chief Executive Officer","700 Universe Blvd., Juno Beach, FL 33408",NEE,NextEra Energy,16155,89993,2912
2017,237,NGL Energy Partners,http://www.nglenergypartners.com,3200,Energy,Energy,"Tulsa, OK",6120 S. Yale Ave.,Tulsa,OK,74136,918-481-1119,H. Michael Krimbill,Chief Executive Officer & Director,"6120 S. Yale Ave., Tulsa, OK 74136",NGL,NGL Energy Partners LP,11742,-198.9,5560
2015,299,NGL Energy Partners,http://www.nglenergypartners.com,3200,Energy,Energy,"Tulsa, OK",6120 S. Yale Ave.,Tulsa,OK,74136,918-481-1119,H. Michael Krimbill,Chief Executive Officer & Director,"6120 S. Yale Ave., Tulsa, OK 74136",NGL,NGL Energy Partners,11742,5560,-199
2017,88,Nike,http://www.nike.com,70700,Apparel,Apparel,"Beaverton, OR",1 Bowerman Dr.,Beaverton,OR,97005,503-671-6453,Mark G. Parker,"Chairman, President & Chief Executive Officer","1 Bowerman Dr., Beaverton, OR 97005",NKE,"Nike, Inc.",32376,3760,21396
2015,106,Nike,http://www.nike.com,70700,Apparel,Apparel,"Beaverton, OR",1 Bowerman Dr.,Beaverton,OR,97005,503-671-6453,Mark G. Parker,"Chairman, President & Chief Executive Officer","1 Bowerman Dr., Beaverton, OR 97005",NKE,Nike,32376,21396,3760
2017,188,Nordstrom,http://www.nordstrom.com,72500,Retailing,General Merchandisers,"Seattle, WA",1617 Sixth Ave.,Seattle,WA,98101,206-628-2111,Blake W. Nordstrom,"Principal Executive Officer, Co-President and Director","1617 Sixth Ave., Seattle, WA 98101",JWN,"Nordstrom, Inc.",14757,354,7858
2015,224,Nordstrom,http://www.nordstrom.com,72500,Retailing,General Merchandisers,"Seattle, WA",1617 Sixth Ave.,Seattle,WA,98101,206-628-2111,Blake W. Nordstrom,"Principal Executive Officer, Co-President and Director","1617 Sixth Ave., Seattle, WA 98101",JWN,Nordstrom,14757,7858,354
2017,284,Norfolk Southern,http://www.nscorp.com,27856,Transportation,Railroads,"Norfolk, VA",3 Commercial Place,Norfolk,VA,23510,757-629-2680,James A. Squires,"Chairman, President & Chief Executive Officer","3 Commercial Place, Norfolk, VA 23510",NSC,Norfolk Southern Corporation,9888,1668,34892
2015,256,Norfolk Southern,http://www.nscorp.com,27856,Transportation,Railroads,"Norfolk, VA",3 Commercial Place,Norfolk,VA,23510,757-629-2680,James A. Squires,"Chairman, President & Chief Executive Officer","3 Commercial Place, Norfolk, VA 23510",NSC,Norfolk Southern,9888,34892,1668
2017,114,Northrop Grumman,http://www.northropgrumman.com,67000,Aerospace & Defense,Aerospace and Defense,"Falls Church, VA",2980 Fairview Park Dr.,Falls Church,VA,22042,703-280-2900,Wesley G. Bush,"Chairman, President & Chief Executive Officer","2980 Fairview Park Dr., Falls Church, VA 22042",NOC,Northrop Grumman Corporation,24508,2200,25614
2015,124,Northrop Grumman,http://www.northropgrumman.com,67000,Aerospace & Defense,Aerospace and Defense,"Falls Church, VA",2980 Fairview Park Dr.,Falls Church,VA,22042,703-280-2900,Wesley G. Bush,"Chairman, President & Chief Executive Officer","2980 Fairview Park Dr., Falls Church, VA 22042",NOC,Northrop Grumman,24508,25614,2200
2017,97,Northwestern Mutual,http://www.northwesternmutual.com,5646,Financials,"Insurance: Life, Health (Mutual)","Milwaukee, WI",720 E. Wisconsin Ave.,Milwaukee,WI,53202,414-271-1444,John E. Schlifske,Chairman & Chief Executive Officer,"720 E. Wisconsin Ave., Milwaukee, WI 53202",CHTR,"Northwestern Mutual Life Insurance Company, Inc.",28799,818,250441
2015,109,Northwestern Mutual,http://www.northwesternmutual.com,5646,Financials,"Insurance: Life, Health (Mutual)","Milwaukee, WI",720 E. Wisconsin Ave.,Milwaukee,WI,53202,414-271-1444,John E. Schlifske,Chairman & Chief Executive Officer,"720 E. Wisconsin Ave., Milwaukee, WI 53202",CHTR,Northwestern Mutual,29003,149067,3522
2017,229,NRG Energy,http://www.nrg.com,8763,Energy,Energy,"Princeton, NJ",804 Carnegie Center,Princeton,NJ,8540,609-524-4500,Mauricio Gutierrez,"President, Chief Executive Officer & Director","804 Carnegie Center, Princeton, NJ 08540",NRG,"NRG Energy, Inc.",12351,-774,30355
2015,196,NRG Energy,http://www.nrg.com,8763,Energy,Energy,"Princeton, NJ",804 Carnegie Center,Princeton,NJ,8540,609-524-4500,Mauricio Gutierrez,"President, Chief Executive Officer & Director","804 Carnegie Center, Princeton, NJ 08540",NRG,NRG Energy,12351,30355,-774
2017,169,Nucor,http://www.nucor.com,23900,Materials,Metals,"Charlotte, NC",1915 Rexford Rd.,Charlotte,NC,28211,704-366-7000,John J. Ferriola,"Chairman, President & Chief Executive Officer","1915 Rexford Rd., Charlotte, NC 28211",NUE,Nucor Corporation,16208,796.3,15224
